ลำดับ,เลขทะเบียนโรงงาน,ชื่อโรงงาน,ประกอบกิจการ,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,จังหวัด,ไปรษณีย์,โทรศัพท์,เงินทุนรวม,คนงาน,แรงม้า
1285,3-106-55/53รย,บริษัท เมกา อินเตอร์พลาสท์ จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นที่ใช้แล้วและตัวทำละลายที่ใช้แล้ว บดย่อยชิ้นส่วนอุปกรณ์อิเล็กทรอนิกส์ บดย่อยเศษและตะกรันโลหะ สกัดโลหะมีค่าจากกากตะกอนอุตสาหกรรมชุบโลหะ และอุตสาหกรรมอิเล็กทรอนิกส์ หลอมทำเม็ดพลาสติกเกรดบี ล้างบรรจุภัณฑ์ด้วยตัวทำละลาย,เลขที่ 657,4,-,-,แม่น้ำคู้,ปลวกแดง,ระยอง,21140.0,,5764000,12,299.0
1286,3-106-6/49รย,บริษัท ไดนามิก้า จำกัด,นำของเสีย(waste Aluminem and waste Aluminem oxide) ที่เหลือจากโรงงานที่ใช้สารอลูมิเนียมอ๊อกไซดืในขบวนการผลิตและทำตะกอน (Alumine moxide) และตะกอนรีดน้ำจากโรงงานแปรรูปชิ้นส่วนอลูมิเนียม (Anodiration) เพื่อใช้เป็นวัตถุดิบในการผลิตสารส้ม,เลขที่ 77,4, -, -,พนานิคม,นิคมพัฒนา,ระยอง,21180.0,038-893522-3,5000000,5,1431.28
1287,3-106-6/52รย,บริษัท พัฒนาพลังงานอุตสาหกรรม แอนด์ เคมิคอล จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้ว ทำน้ำมันทาแบบ กลั่นตัวทำละลายใช้แล้วและน้ำมันใช้แล้ว ซ่อมและล้างถังบรรจุภัณฑ์ด้วยตัวทำละลาย ทำเชื้อเพลิงผสมจากสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วทั้งในสภาพของแข็งและของเหลว,เลขที่ 25/2,3,-,-,มาบข่า,นิคมพัฒนา,ระยอง,21180.0,,15000000,3,501.41
1288,3-106-7/61รย,บริษัท เทคโนโลยีธุรกิจพลังงานทดแทน (2009) จำกัด,ผลิตเชื้อเพลิงผสมชนิดแข็ง (Solid Blending) และเชื้อเพลิงผสมชนิดเหลว (Liquid Blending) ซ่อมและล้างภาชนะบรรจุภัณฑ์ด้วยตัวทำละลาย,เลขที่ โฉนดที่ดินเลขที่ 75729,3,-,สุขุมวิท,มาบข่า,นิคมพัฒนา,ระยอง,21180.0,,29000000,20,179.0
1289,3-106-70/60รย,บริษัท วิน โพรเสส จำกัด,คืนสภาพกรดหรือด่าง ทำเชื้อเพลิงผสม และล้างภาชนะบรรจุภัณฑ์ด้วยตัวทำละลาย,เลขที่ 84/7,4,,บางบุตร-วังจันทร์,บางบุตร,บ้านค่าย,ระยอง,21120.0,038 608913,240000000,20,391.0
1290,3-106-84/60รย,บริษัท พรีเมียร์ ออยฟิลด์ เซอร์วิสเซส จำกัด,ล้างและซ่อมภาชนะบรรจุภัณฑ์ที่ปนเปื้อน และคัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เลขที่ 29/12,3,,,สำนักท้อน,บ้านฉาง,ระยอง,21130.0,,10500000,14,59.0
1291,3-106-93/60รย,บริษัท บุญสมพร วู๊ด มาสเตอร์ จำกัด,ผลิตเชื้อเพลิงแข็งจากวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เลขที่ 23/24,3,,,มาบข่า,นิคมพัฒนา,ระยอง,21180.0,,5000000,7,403.0
1292,ข3-101-1/35รย,บริษัท ไออาร์พีซี จำกัด (มหาชน),บำบัดน้ำเสียรวม EIA,เลขที่ 299,5,,สุขุมวิท,เชิงเนิน,เมืองระยอง,ระยอง,21000.0,611333,45000000,11,5823.92
1293,ข3-101-1/40รย,บริษัท จี.เค.แลนด์ จำกัด,ปรับคุณภาพน้ำเสียรวมในเขตประกอบการอุตสาหกรรม,เลขที่ 119,4,-,-,ปลวกแดง,ปลวกแดง,ระยอง,21140.0,,0,0,273.53
1294,ข3-101-1/41รย,บริษัท สยามเอ็นไวรอนเมนทอลเทคโนโลยี่ จำกัด,บำบัดน้ำเสียรวม,เลขที่ 60,3,,,มาบยางพร,ปลวกแดง,ระยอง,21140.0,038-891151-2,35000000,13,571.2
1295,ข3-101-1/42รย,บริษัท ดับบลิวเอชเอ ยูทิลิตี้ แอนด์ พาวเวอร์ จำกัด (มหาชน),"ปรับคุณภาพน้ำเสียรวม ได้วันละ 4,000 ลูกบาศก์เมตร",เลขที่ 134,3,ระยองที่ดินอุตสาหกรรม,บ้านค่าย-หนองละลอก,หนองละลอก,บ้านค่าย,ระยอง,21120.0,038-892222-3,0,8,419.82
1296,ข3-101-2/40รย,บริษัท จี.เค.แลนด์ จำกัด,ปรับปรุงคุณภาพของเสียรวม,เลขที่ 119,4,จี.เค.แลนด์,ปลวกแดง-วังตาผิน-สะพานสี่,ปลวกแดง,ปลวกแดง,ระยอง,21140.0,038-892222-3,200000000,3,23.96
1297,ข3-101-2/41รย,บริษัท สยามเอ็นไวรอนเมนทอลเทคโนโลยี่ จำกัด,เตาเผาขยะ,เลขที่ 60,3,-,-,มาบยางพร,ปลวกแดง,ระยอง,21140.0,038-891152-3,35000000,20,629.39
1298,ข3-101-2/42รย,บริษัท เหมราช ระยองที่ดินอุตสาหกรรม จำกัด,เตาเผาขยะ,เลขที่ 135,3,-,-,หนองละลอก,บ้านค่าย,ระยอง,21120.0,038-892222-3,7500000,5,104.55
1299,ข3-101-2/53รย,บริษัท ไออาร์พีซ๊ จำกัด (มหาชน),บำบัดน้ำเสียรวม ,เลขที่  299,5,,สุขุมวิท,เชิงเนิน,เมืองระยอง,ระยอง,21000.0,038-611333,100000000,4,417.01
1300,ข3-101-3/40รย,บริษัท สวนอุตสาหกรรมโรจนะ จำกัด (มหาชน),โรงงานบำบัดน้ำเสียรวมได้6000ลูกบาศก์เมตร/วัน,เลขที่ 3/7,2,สวนอุตสาหกรรมโรจนะ,บ้านค่าย-บ้านบึง,หนองบัว,บ้านค่าย,ระยอง,21120.0,038-961868-75,12100000,8,477.0
